LC,Accession Number,"Author, Primary","Authors, Multiple",Barcode,Bibliographic Format,Branch,Collection/Status,Copy,Corporate Author,Cost,Date Touched,Description,Edition,General Material Designation,Home Branch,ISBN,ISBN-Normal,ISBN-Normal 10,LC Classification 1,LCCN,Place of Publication,Publication Dates,Publication Year,Publisher,Series,Status,"Subject Headings, LC",Title,"Titles, Alternate"
QC 773 .A1 T75 1995,6815,"Kuran, Peter","Kuran, Peter;Pugsley, Don;Munro, Alan;Narrie, Scott;Shatner, William",9616,DVD,Learning Commons,General,,Goldhil Video (Firm),,,"1 videodisc (120 min.) : sd., col. ; 4 3/4 in. + 1 pair 3D glasses.",Special director's cut,DVD/videorecording,,,,,QC 773 .A1 T75 1995,,"Thousand Oaks, CA",c1999,1999,Goldhil Entertainment,,Available,Hydrogen bomb - History;Atomic bomb - United States - History,Trinity and beyond the atomic bomb movie,Atomic bomb movie
QC 773 .A1 T75 1995,18622,"Kuran, Peter","Kuran, Peter;Pugsley, Don;Munro, Alan;Narrie, Scott;Shatner, William",18622,DVD,Learning Commons,General,,Goldhil Video (Firm),,,"1 videodisc (120 min.) : sd., col. ; 4 3/4 in. + 1 pair 3D glasses.",Special director's cut,DVD/videorecording,Learning Commons,,,,QC 773 .A1 T75 1995,,"Thousand Oaks, CA",c1999,1999,Goldhil Entertainment,,Available,Hydrogen bomb - History;Atomic bomb - United States - History,Trinity and beyond the atomic bomb movie,Atomic bomb movie
QH 506 .L443 2000,7346,"Lewontin, Richard C","Lewontin, Richard C",12597,Monograph,Learning Commons,General,,,,,136 p. : ill. ; 20 cm.,,text,,674001591,9.78E+12,674001591,QH506 .L443 2000,99053879,"Cambridge, Mass.",2000,2000,Harvard University Press,,Available,"Molecular biology;Ecology;Evolution, Molecular;Evolution (Biology);Ecology - Philosophy;Molecular biology - Philosophy;Developmental biology - Philosophy","The triple helix : gene, organism, and environment",
R 692 .D36 1990,1059,"Dash, Joan","Dash, Joan",1343,Monograph,Learning Commons,General,,,,,"xi, 148 p. : ill. ; 24 cm.",,text,,0671693328 (lib. bdg.) :,9.78E+12,671693328,R 692 .D36 1990,90039308,"Englewood Cliffs, NJ",c1991,1991,Julian Messner,,Available,"McClintock, Barbara, 1902-;Mayer, Maria Goeppert, 1906-1972;Yalow, Rosalyn S. (Rosalyn Sussman), 1921-;Levi-Montalcini, Rita;Women medical scientists;Women scientists - Biography;Medical scientists - Biography;Scientists - Juvenile literature;Women scientists;Scientists;Nobel Prizes;Women scientists - Juvenile literature;Scientists - Biography",The triumph of discovery : women scientists who won the Nobel Prize,
AM 7 .T784 1996,7619,"Hirzy, Ellen Cochran","Hirzy, Ellen Cochran",12871,Monograph,Learning Commons,General,,Institute of Museum Services,,,80 p. ; 23 cm.,,text,,,,,,,"Washington, DC (1100 Pennsylvania Ave., NW, Washington 20506)",1996,1996,Institute of Museum Services,,Available,Museums and schools,"True needs, true partners : museums and schools transforming education",Museums and schools transforming education
LB 1585.3 .K45 2001,8532,"Kelsey, Kathryn A","Kelsey, Kathryn A;Steel, E. Ashley",17369,Monograph,Learning Commons,General,,,,,"xxx, 226 p. : ill. ; 28 cm.",,text,,873551982,9.78E+12,873551982,LB 1585.3 .K45 2001,2001097577,"Arlington, Va.",c2001,2001,NSTA Press,,Available,Science - United States - Study and teaching (Middle school) - Curricula;Science - Study and teaching - Activity programs. - United States;Project method in teaching - United States;Science - Methodology;Inquiry (Theory of knowledge),The truth about science : a curriculum for developing young scientists,
LB 3051 .P6145 2001,8301,"Popham, W. James","Popham, W. James",15634,Monograph,Learning Commons,General,,,,,"iv, 167 p. ; 24 cm.",,text,,0871205238 (alk. paper),9.78E+12,871205238,LB 3051 .P6145 2001,2001004701,"Alexandria, Va.",c2001,2001,Association for Supervision and Curriculum Development,,Available,Educational tests and measurements;Education - Standards - United States;Educational evaluation,The truth about testing : an educator's call to action,
Q 175.32 .A47 .C5 1990,5228,"Chandrasekhar, S","Chandrasekhar, S",5057,Monograph,Learning Commons,General,,,,,"x, 170 p. : ill. ; 23 cm.",Pbk. ed.,text,,0226100871 (pbk.),9.78E+12,226100871,"530.01 C361t, 1990",,Chicago,"1990, c1987",1990,University of Chicago Press,,Available,"Milne, Edward Arthur, 1896-1950;Eddington, Arthur Stanley, Sir, 1882-1944;Schwarzschild, K. (Karl), 1873-1916;Science - Aesthetics;Physics - Philosophy;Motivation (Psychology)",Truth and beauty : aesthetics and motivations in science,
AM 151 .T79 1991,6629,"Stern, Susan M","Stern, Susan M;Serrell, Beverly;Taylor, Samuel",4620,Monograph,Learning Commons,General,,National Science Foundation (U.S.);American Museum of Natural History;Association of Science-Technology Centers,,,"118 p. : ill., forms, plans ; 23 cm.",,text,Learning Commons,094404029x,9.78E+12,094404029X,AM 151 .T79 1991,,"Washington, D.C.",c1991,1991,Association of Science-Technology Centers (ASTC),,Lost,Museums - Evaluation;Exhibitions - Evaluation,Try it! : improving exhibits through formative evaluation,
QA 76.17 .S77 1999,6411,"Strathern, Paul","Strathern, Paul",8424,Monograph,Learning Commons,General,,,,,105 p. ; 20 cm.,1st Anchor books ed.,text,,038549243X (pb),9.78E+12,038549243X,QA 76.17 .S77 1999,98044058,New York,1999,1999,Anchor Books,,Available,Computers - History;Turing machines;Cryptography - History;Cryptographers,Turing and the computer,
Q 163 .S93 2004,8701,"Swanson, Diane","Swanson, Diane;Clark, Warren",18023,Monograph,Learning Commons,General,,,,,120 p. : col. ill. ; 24 cm.,,text,,1550378511 (bound) :,9.78E+12,1550378511,,,,,,,,Available,Science - Juvenile literature;Science - Methodology - Juvenile literature;Scientists - Biography - Juvenile literature;Self concept;Creative ability in science,Turn it loose : the scientist in absolutely everybody,
TK 9965 .C35 1997,7153,"Carrow, Robert S","Carrow, Robert S;Brown, Rick",7153,Monograph,Learning Commons,Act-nonc,,,,,"xxxii, 111 p. : ill. ; 25 cm.",,text,Learning Commons,0070116598 (sc : alk. paper),9.78E+12,70116598,TK 9965 .C35 1997,96049657,New York,c1997,1997,Learning Triangle Press,,Available,Household electronics - Design and construction - Juvenile literature;Inventions - Juvenile literature;Electronics;Inventions,"Turn on the lights-- from bed! : inventions, contraptions, and gadgets kids can build",
TK 9965 .C35 1997,6000,"Carrow, Robert S","Carrow, Robert S;Brown, Rick",7152,Monograph,Learning Commons,Activity,,,,,"xxxii, 111 p. : ill. ; 25 cm.",,text,,0070116598 (sc : alk. paper),9.78E+12,70116598,TK 9965 .C35 1997,96049657,New York,c1997,1997,Learning Triangle Press,,Available,Household electronics - Design and construction - Juvenile literature;Inventions - Juvenile literature;Electronics;Inventions,"Turn on the lights-- from bed! : inventions, contraptions, and gadgets kids can build",
QC 33 .E54 1990,21937,"Ehrlich, Robert","Ehrlich, Robert",21937,Monograph,Learning Commons,Act-nonc,,,,,"xxvi, 216 p. : ill. ; 24 cm.",,text,Learning Commons,069108534X (alk. paper) :,9.78E+12,069108534X,QC 33 .E54 1990,89036976,"Princeton, N.J.",c1990,1990,Princeton University Press,,Non-Circulating,Physics - Experiments,Turning the world inside out and 174 other simple physics demonstrations,
QC 33 .E54 1990,20040,"Ehrlich, Robert","Ehrlich, Robert",20040,Monograph,Learning Commons,Activity,,,,,"xxvi, 216 p. : ill. ; 24 cm.",,text,Learning Commons,069108534X (alk. paper) :,9.78E+12,069108534X,QC 33 .E54 1990,89036976,"Princeton, N.J.",c1990,1990,Princeton University Press,,Available,Physics - Experiments,Turning the world inside out and 174 other simple physics demonstrations,
QC 33 .E54 1990,1185,"Ehrlich, Robert","Ehrlich, Robert",3271,Monograph,Learning Commons,Activity,,,,,"xxvi, 216 p. : ill. ; 24 cm.",,text,Learning Commons,069108534X (alk. paper) :,9.78E+12,069108534X,QC 33 .E54 1990,89036976,"Princeton, N.J.",c1990,1990,Princeton University Press,,Lost,Physics - Experiments,Turning the world inside out and 174 other simple physics demonstrations,
QP 495 .K5 K7 1992,712,"Kremer, John","Kremer, John",783,Monograph,Learning Commons,General,,,,,[96] p. : ill. ; 19 cm.,,text,TI Classroom,912411376,9.78E+12,912411376,QP 495 .K5 K7 1992,,"Fairfield, Iowa",c1992,1992,Open Horizons Publishing Co.,,Lost,"Kinetic art;Optical illusions;Optical images;Visual perception;Education, Preschool - Experiments",Turntable illusions : kinetic optical illusions for your record turntable or 101 uses for an obsolete turntable,
QC 16 .F49 L45 1992,4159,"Leighton, Ralph","Leighton, Ralph",2149,Monograph,Learning Commons,General,,,,,254 p. : ill. ; 20 cm.,,text,,0140156143 (pbk.),9.78E+12,140156143,QC 16.F49 L45,90042206,"New York, NY, U.S.A.","1992, c1991",1992,Penguin Books,,Available,"Feynman, Richard Phillips, 1918-1988;Physicists - Biography;Tuva (Russia) - Description and travel",Tuva or bust! : Richard Feynman's last journey,
QD 43 .B43 1997,8821,"Becker, Bob","Becker, Bob",18821,Monograph,Learning Commons,Activity,,,,,"iv, 105 p. : ill. ; 28 cm.",,text,,1877991309,9.78E+12,1877991309,QD 43 .B43 1997,,"Batavia, IL",c1997,1997,"Flinn Scientific, Inc.",,Available,Chemistry - Study and teaching (Middle school) - Activity programs;Chemistry - Experiments;Chemistry - Laboratory manuals;Chemistry - Study and teaching (Secondary) - Activity programs,Twenty demonstrations guaranteed to knock your socks off! Volume II,
Q 161.7 .O88 1997,6105,"Ottaviani, Jim","Ottaviani, Jim;Badger, Mark;Feynman, Richard Phillips",7769,Monograph,Learning Commons,General,,,,,126 p. : chiefly ill. ; 26 cm.,,text,,966010604,9.78E+12,966010604,,,S.l.,1997,1997,General Tektronics Labs,,Available,"Scientists - Comic books, strips, etc;Science - Comic books, strips, etc;Science - History",Two-fisted science : stories about scientists,
QB 36 .B8 F47 2004,8476,"Ferguson, Kitty","Ferguson, Kitty",17252,Monograph,Learning Commons,General,,,,,"xiv, 402 p., [8] p. of plates : ill. (some col.), maps ; 21 cm.",1st pbk. ed.,text,,802776884,9.78E+12,802776884,,,New York,"2004, c2002",2004,Walker & Co.,,Available,"Brahe, Tycho, 1546-1601;Kepler, Johannes, 1571-1630;Astronomers - Denmark - Biography;Astronomers - Germany - Biography;Kepler's laws;Planetary theory;Cosmology;Celestial mechanics",Tycho & Kepler : the unlikely partnership that forever changed our understanding of the heavens,Tycho and Kepler
TT 160 .T46 1998,7573,"Thomas, John E","Thomas, John E;Pagel, Danita",12846,Monograph,Learning Commons,Activity,,,,,80 p. : ill. ; 22 x 27 cm.,1st ed.,text,,966108809,9.78E+12,966108809,745.5 THO,97097053,"Strongsville, OH",c1998,1998,The Kid Concoctions Co.,,Available,Handicraft;Art;Art supplies,"The ultimate book of kid concoctions : more than 65 wacky, wild & crazy concoctions",
QH 105 .M2 G58 1999,7091,"Goodman, Susan E","Goodman, Susan E;Doolittle, Michael J",10599,Monograph,Learning Commons,General,,,,,"46, [2] p. : col. ill., col. map ; 21 x 26 cm.",1st ed.,text,,689819633,9.78E+12,689819633,QH 105 .M2 G58 1999,98013985,"New York, N.Y.",c1999,1999,Atheneum Books for Young Readers,,Available,Tide pool ecology - Study and teaching (Elementary);Tide pools - Study and teaching (Elementary);Marine biology - Maine - Cobscook Bay;Tide pool ecology;Tide pools;Ecology;School field trips;Marine biology - Study and teaching (Elementary);Marine biology - Juvenile literature;Marine biology;Cobscook Bay (Me.),Ultimate field trip 3 : wading into marine biology,Ultimate field trip three
TL 770 .K545 1986,9907,"Kline, Richard","Kline, Richard;Fogleman, Floyd",9907,Monograph,Learning Commons,Act-nonc,,,,,126 p. : ill. ; 26 cm.,,text,Learning Commons,0671555510 (pbk.) :,9.78E+12,671555510,TL 770 .K545 1986,86003915,New York,"1986, c1985",1986,Simon & Schuster,,Available,Paper airplanes;Paper toy making;Aerodynamics;Flight,The ultimate paper airplane,
TL 770 .K545 1986,6778,"Kline, Richard","Kline, Richard;Fogleman, Floyd",9906,Monograph,Learning Commons,Activity,,,,,126 p. : ill. ; 26 cm.,,text,,0671555510 (pbk.) :,9.78E+12,671555510,TL 770 .K545 1986,86003915,New York,"1986, c1985",1986,Simon & Schuster,,Available,Paper airplanes;Paper toy making;Aerodynamics;Flight,The ultimate paper airplane,
PE 1629 .U48 1998,6092,,,8435,Monograph,Learning Commons,General,,,,,"640 p. : ill. (some col.), maps ; 17 cm.",1st pbk. ed.,text,,0789428741 (alk. paper),9.78E+12,789428741,PE 1629 .U48 1998,97044408,New York,1998,1998,Dorling Kindersley,,Available,"Picture dictionaries, English",Ultimate visual dictionary.,DK ultimate visual dictionary
QC 183 .C37 1987x,7264,"Cassidy, John","Cassidy, John;Stein, David",11374,Monograph,Learning Commons,Activity,,,,,83 p. : ill. (some col.) ; 23 cm. + David Stein's Bubble Thing.,,text,,0932592155 :,9.78E+12,932592155,,,"Palo Alto, Calif.",c1987,1987,Klutz Press,,Available,Bubbles - Experiments;Surface tension;Bubbles,The unbelievable bubble book,
QC 863.4 .U52 1991x,10500,"Capra, Frank","Capra, Frank;Latimer, Jonathan;Baxter, Frank C. (Frank Condie);Carlson, Richard",10500,Video,Learning Commons,General,,"Shamus Culhane Productions, Inc;Rhino Home Video;N. W. Ayer & Son;American Telephone and Telegraph Company;UNI Distribution Corp",,,"1 videocassette (ca. 54 min.) : sd., col. ; 1/2 in.",,VHS,Learning Commons,1566050065 :,9.78E+12,1566050065,,,"Santa Monica, CA : [Universal City, Calif.]",c1991,1991,Rhino Home Video ;;Distributed by Uni Distribution,Bell science; ,Lost,Weather;Storms;Meteorology;Weather - Juvenile films;Storms - Juvenile films;Meteorology - Juvenile films,Unchained goddess,
QC 863.4 .U52 1991x,7001,"Capra, Frank","Capra, Frank;Latimer, Jonathan;Baxter, Frank C. (Frank Condie);Carlson, Richard",10782,Video,Learning Commons,General,,"Shamus Culhane Productions, Inc;Rhino Home Video;N. W. Ayer & Son;American Telephone and Telegraph Company;UNI Distribution Corp",,,"1 videocassette (ca. 54 min.) : sd., col. ; 1/2 in.",,VHS,,1566050065 :,9.78E+12,1566050065,,,"Santa Monica, CA : [Universal City, Calif.]",c1991,1991,Rhino Home Video ;;Distributed by Uni Distribution,Bell science; ,Available,Weather;Storms;Meteorology;Weather - Juvenile films;Storms - Juvenile films;Meteorology - Juvenile films,Unchained goddess,
RC 339.52 .S23 A3 2001,8292,"Sacks, Oliver W","Sacks, Oliver W",12957,Monograph,Learning Commons,General,,,,50:54.9,"viii, 337 p., [4] p. of plates : ill., ports. ; 22 cm.",1st ed.,text,,0676972616 :,9.78E+12,676972616,RC 339.52 .S23 A3 2001,,New York ;,2001,2001,Alfred A. Knopf,,Available,"Sacks, Oliver, 1933- - Knowledge - Chemistry;Sacks, Oliver, 1933- - Childhood and youth;Neurologists - England;Periodic table - history;Science - History",Uncle Tungsten : memories of a chemical boyhood,
Q 181 .K248 2005,8788,"Keeley, Page","Keeley, Page;Eberle, Francis;Farrin, Lynn",19214,Monograph,Learning Commons,General,,,,,v. <1> : ill. ; 28 cm.,,text,,0873552555 (v. 1),9.78E+12,873552555,Q 181 .K248 2005,2005018770,"Arlington, Va.",c2005-,2005,NSTA Press,,Available,"Science - Study and teaching;Educational evaluation;Misconceptions;Errors, Scientific;Comprehension",Uncovering student ideas in science,
Q 181 .K248 2005,20450,"Keeley, Page","Keeley, Page;Eberle, Francis;Farrin, Lynn",20450,Monograph,Learning Commons,General,,,,,v. <1> : ill. ; 28 cm.,,text,Learning Commons,0873552555 (v. 1),9.78E+12,873552555,Q 181 .K248 2005,2005018770,"Arlington, Va.",c2005-,2005,NSTA Press,,Available,"Science - Study and teaching;Educational evaluation;Misconceptions;Errors, Scientific;Comprehension",Uncovering student ideas in science,
Q 181 .K248 2005,21071,"Keeley, Page","Keeley, Page;Eberle, Francis;Farrin, Lynn",21071,Monograph,Learning Commons,Gen-nonc,,,,,v. <1> : ill. ; 28 cm.,,text,Learning Commons,0873552555 (v. 1),9.78E+12,873552555,Q 181 .K248 2005,2005018770,"Arlington, Va.",c2005-,2005,NSTA Press,,Available,"Science - Study and teaching;Educational evaluation;Misconceptions;Errors, Scientific;Comprehension",Uncovering student ideas in science,
Q 181 .K248 2005,1915,"Keeley, Page","Keeley, Page;Eberle, Francis;Farrin, Lynn",19215,Monograph,Learning Commons,General,,,,06:27.5,v. <1> : ill. ; 28 cm.,,text,Learning Commons,0873552555 (v. 1),9.78E+12,873552555,Q 181 .K248 2005,2005018770,"Arlington, Va.",c2005-,2005,NSTA Press,,Available,"Science - Study and teaching;Educational evaluation;Misconceptions;Errors, Scientific;Comprehension",Uncovering student ideas in science,
Q 181 .G7 1997,636,"Gossett, Carol S","Gossett, Carol S",636,Monograph,Learning Commons,Act-nonc,,AIMS Education Foundation,,,"ix, 136 p. : ill. ; 28 cm.",,text,Learning Commons,1881431649,9.78E+12,1881431649,Q 181 .G7 1997,,"Fresno, Calif.",1997,1997,AIMS Education Foundation,,Non-Circulating,"Mathematics - Study and teaching (Primary);Mathematics - Problems, exercises, etc;Size and shape - Experiments - Juvenile literature;Engineering - Experiments - Juvenile literature;Science - Study and teaching (Elementary);Interdisciplinary approach in education;Bridges - Experiments - Juvenile literature;Architecture - Experiments - Juvenile literature",Under construction,"Exploring technology : materials, tools, and design"
Q 181 .G7 1997,635,"Gossett, Carol S","Gossett, Carol S",635,Monograph,Learning Commons,Activity,,AIMS Education Foundation,,,"ix, 136 p. : ill. ; 28 cm.",,text,Learning Commons,1881431649,9.78E+12,1881431649,Q 181 .G7 1997,,"Fresno, Calif.",1997,1997,AIMS Education Foundation,,Available,"Mathematics - Study and teaching (Primary);Mathematics - Problems, exercises, etc;Size and shape - Experiments - Juvenile literature;Engineering - Experiments - Juvenile literature;Science - Study and teaching (Elementary);Interdisciplinary approach in education;Bridges - Experiments - Juvenile literature;Architecture - Experiments - Juvenile literature",Under construction,"Exploring technology : materials, tools, and design"
QB 541 .O88 1991,875,"Ottewell, Guy","Ottewell, Guy",4653,Monograph,Learning Commons,General,,,,,"91, [4] p. : ill. ; 28 cm.","2nd ed., with 4 added pages.",text,,093454624X,9.78E+12,093454624X,,,"Greenville, S.C., U.S.A.",c1991,1991,"Astronomical Workshop, Furman University",,Available,Solar eclipses;Lunar eclipses,The under-standing of eclipses,Understanding of eclipses
